,COEFFICIENTS,ENCODINGS
6129,1,LDS_w@qhcQGywD
6130,1,LSP@sBdD@Xospp
6131,1,LCw_w@rDcQGywD
6132,1,LGwccBGqJWWzAM
6133,1,LwGAWQ_YkOhkqR
6134,1,LsGQOgIIBD_\fB
6135,1,LBc`L@SIQQhJF@
6136,0,LL_sOoP@G`QKdm
6137,1,Ls_P_BOpHgxXH]
6138,1,L?{BcSuDBOYXhh
6139,1,Log@aBdB``qgtp
6140,0,L?y_wabB`Ohspp
6141,0,Ly?QCOgEMPLQfM
6142,1,LOw?yEUaIWWyEM
6143,1,LHo@qKhQ`p[_Y]
6144,1,LKoHIbGq?WxXi]
6145,1,LiGc`_GHDQSyu]
6146,0,LaWWBIGPBRSXqu
6147,1,LBKGjDQI`_PkrI
6148,1,L?]u@COEbWKKRk
6149,1,L{?S`K?@oaSPX}
6150,0,LkCgPGOEA\HSvM
6151,1,LOdOsOhIN?xZ]L
6152,1,LGT`SPSDBPuYvK
6153,0,LGq`aQKaHbHxG]
6154,1,LGT`SHQDN?xZl@
6155,1,LPBPK?{Kb@i]jM
6156,0,LcK_W@qbQPYkvK
6157,0,LcW_oBadSQhXoT
6158,1,LIDaS_sHBCjPzK
6159,0,LHDcS_sHBBShz?
6160,1,LaPAaRceB_iXwp
6161,1,LaBGEBpdKxXlUo
6162,1,L`aCKI[dBRsXZg
6163,1,LcHCSQpLGoukug
6164,0,Lw@gCGGpgdO}Lu
6165,0,LaHGRAoMGwmkuo
6166,1,LCpESQolOop\Ug
6167,0,L@XoI_opgdO}HU
6168,1,L_TaAKKiS`}AU]
6169,0,LQcGr?oqgSH{I]
6170,0,Le_BHPKIOcGo^]
6171,0,LaPAa`sqGdG}Am
6172,0,LqGSAcSD@`NQfM
6173,1,LaPAc`qhKcG}Am
6174,0,LgW_oDPSStggqb
6175,0,L_[_WDQhsQGw{D
6176,0,LGYpH?oAcwkiXK
6177,1,LBHHbCpEBQXtbg
6178,1,L`PBAbSeO`}@X]
6179,1,LQcOt?oakSH{H]
6180,0,LkO_oBe@GYGyst
6181,0,LgW_oIQSsOgZor
6182,0,LaPAaPkiKcG}Au
6183,1,LBEoIAi`Isro|W
6184,1,LgHaAKKIS`}DU]
6185,1,LAqIQBpd_oXlUo
6186,1,LAsgR@OqgSH{E]
6187,1,LgW_oDPSQuggsR
6188,1,LGT`RGH@KxpavS
6189,1,LpOgB?IHDXQRu]
6190,0,LaPAd@i`McG}Au
6191,0,LpGgCCTD@fHIfM
6192,1,LOTDcWKJ@}DIe]
6193,1,LHg_iKHQ`p]AU]
6194,0,LcoCb@oqIWW}Am
6195,1,LcgPPAoaKWx[D]
6196,1,Lr?aGOdHa_OLz]
6197,1,LCp_YKHY_o~CQu
6198,0,L_wAcXKRHPg^Ab
6199,0,L?{oacHPgOx\Gt
6200,1,L?]BL`IPIYGXYc
6201,1,LOYRH@OEpQkIRK
6202,1,L?]TDg_EoSHKRk
6203,0,L`H_aQcTGwpQt[
6204,1,LChBbApI_o~ATU
6205,1,LHSBbDPAao}AT]
6206,0,LgoCb@g`MgW}Au
6207,1,LiOo_Bc@IYGyst
6208,1,LqGaO_UD@`LSvM
6209,1,LS`BbCPI_o~?\u
6210,0,LCkcdAGhKgW}Am
6211,0,L@XcK_gmKWW^HS
6212,1,LEW_wCqhSPGw{D
6213,1,L_wHHcI`@QX{Ir
6214,0,LBS_wDShaQGw{D
6215,1,Lggo_Ba@sQGyst
6216,1,LWWSgHOSYQWZQb
6217,0,LgW_SQPSsQGjor
6218,0,LqAgOATKBDSiVB
6219,1,LqCoOAPIj@cYVB
6220,0,L{?HOKU@?YIQem
6221,1,Ls_cD?GhKgW}Mm
6222,0,LcP_aKHY_o~BQu
6223,1,L@YcI_gmKWW^HS
6224,1,LkG?wQt@GYIIst
6225,1,LsGoOAPIbDcXVB
6226,1,LgWAXQOQsQGjor
6227,1,LBKWaDu@O`Gsrk
6228,1,LCkgcQOxGgW}@m
6229,1,LkO?wIt@_TIIst
6230,1,LKogJ?oQGWx]Y]
6231,1,LhG_QKHQ`p]DU]
6232,1,L_wGcXKT?p[nCR
6233,0,LEW_wDRDIQGw{D
6234,1,LwGS_B_`sQGyst
6235,0,LWcCq_opIgW}HU
6236,1,LWWcg@`QYQWZQb
6237,0,LSgPh@OaKWx[D]
6238,1,LHB@kKgJf@kXmY
6239,1,LQaAkBShBSWy]b
6240,1,LkCIORGeAgh`z@
6241,0,LkG_oBc`CYgysT
6242,0,L_[_WSTPETGw{D
6243,1,LgW_WE`Qapi\OR
6244,1,LQIAkCshKPYZDK
6245,1,LQ`Ak`GyBSWymb
6246,0,LoWOooPScOYjor
6247,1,LO[`K@STcXHX{@
6248,1,LQHAkcGmKPYZDS
6249,1,LFChASO]OOpGzk
6250,1,LkO?wDu@AYIYsd
6251,1,LgaCSaghBPuWvk
6252,1,LkC_W@s`AXY\V[
6253,1,LWaHaEQIDTHwU]
6254,0,LU@OYaGXO_}U`u
6255,1,LWIGY@rAHXILbK
6256,0,LaHOQagXP_}U`U
6257,0,LcDOQYGXB_}U`U
6258,0,Lu?gAAPeAXPRVM
6259,0,L[_YOoHA?UHSem
6260,0,Ll?gB?gEA\PUfM
6261,0,LJ_JHPOaPPGGn]
6262,1,LWIGY@rAHXITRK
6263,0,LIciCaQDAPLQfM
6264,0,L[_YOoHA?UHSdu
6265,0,LcS_KCo\C|KYdh
6266,0,LWaHaEQIDTH{C]
6267,1,LcE?\HGLHZQKrq
6268,0,LkCIORGeAgh`zR
6269,0,LKKacQ_JHPq\Pp
6270,1,LcS?wDqhSRGwwD
6271,1,LHP@eDhDbgqQrq
6272,0,L_U@KiIhCsXjEh
6273,0,LoEGcCo\C|KZDh
6274,1,L_U@LSH`EsXhMh
6275,0,LiO_KCqPFO\Zdh
6276,0,L`PBAcpYW`y@X]
6277,1,LBIOkeGqITOyDM
6278,0,LEcOqeOpGchwI]
6279,0,LoW?xQA`TQGyot
6280,0,LgQAceGqIToy@m
6281,0,LeCGIUOxGSP{I]
6282,0,Lm?_oBd@_QH\st
6283,1,L?raEHQdFghLUp
6284,1,L@k_[BRDMO{iZD
6285,1,Lcg?sJIeJ?xhjB
6286,1,LccCKJGyJ?xijB
6287,1,LqASGIO[JOqXxh
6288,1,LBI@[agrPWXLdo
6289,1,LGkgaBOMIYWzRU
6290,1,Log_I_HFaPYvMR
6291,0,Li@WGJOBBci\[p
6292,1,LiCWGJOBHPq\Xp
6293,0,LKW_w@s`_YIisT
6294,1,LkCIGRGeAhH`z@
6295,1,LkCIGRGeAhH`zR
6296,1,L@U`S@pbbQiItK
6297,0,LPgSgDOMTQWgtp
6298,0,LRGXAQ`KI`P_vB
6299,0,LWWCxASAIWiZQb
6300,0,Lr?aP@CIGqpbVB
6301,0,LgSGgRO[cO\ZOR
6302,0,LKKgcIOJ@di\Sh
6303,0,LaS@KLSTBQXZdH
6304,1,LOwWIEOhHiWyIM
6305,1,L?jOtIGHtAohq]
6306,1,LBKpB_OHa_pkvK
6307,1,Le_b?KeQCWOOX}
6308,0,L@eop@OEQukGTK
6309,1,LBKpD_OHa_pkvI
6310,0,LcDORJ?PBczSpU
6311,0,Ls_gOOREAPPkvM
6312,1,LGYpH?p?co|HXK
6313,1,Ly?EOgSD@`HTzM
6314,1,LoKOI@ohMiW}RU
6315,0,LoICW@[LPQuKuh
6316,0,L?uaS@pbbQhKtK
6317,1,LKIaca_J@di\Sh
6318,1,LIHaca_JBci\Sp
6319,1,LoSCcCsTBQ\Z`h
6320,0,Lp_aA__ZDToXlp
6321,0,L?{hCCqTOo|ILL
6322,0,LoW?sQbPJ_iXor
6323,1,LcI?sRbPH_iXwb
6324,0,LISgcBO[cOlZOR
6325,0,LIKgcBO[KWh\OR
6326,1,LbCQP_WIESp`|@
6327,1,Lr?aP?SIIQpbVB
6328,1,Lr?`COdIEP`P|B
6329,0,Lm?o_Q`@g_TId]
6330,1,LooOaEOhJiWyAm
6331,1,LAMgR@GJBQu\Ur
6332,1,LwGGX?oIBY[XzM
6333,0,LwGGX?oIB[YXzA
6334,1,LDQ`J?gFCxpRXK
6335,0,LGiop?oApQgytG
6336,0,LAYOwcgMPQYhwP
6337,0,L_M?lEHPapi\Oo
6338,1,LAMgR@GJBQu\U`
6339,1,LAFgR@GJBQvVEB
6340,1,L_M?kMMHApi\Ur
6341,0,LGXcgB_JRakppP
6342,0,L{?CX_OEA`i}rI
6343,0,LN?DIJKEA_hHzS
6344,0,LHgop?oAdO|GtK
6345,1,LSDSQAgX@p]u`S
6346,0,L_M?kpHpApi\Q_
6347,1,LCMoQ@gJDmIkqq
6348,1,L@wKh?wJDQrM_]
6349,1,L@TDT_WFA}UIU]
6350,1,L@TdADUB@o^I]U
6351,1,LWW@\AKA_wW~XU
6352,1,LGT`SSKQOwWZ]q
6353,0,LIHhAa_X@g[W|s
6354,1,LaHOQMG[ooW\ds
6355,1,LOqO\AOIhWhkPK
6356,1,LWQoX@?AKxkhRK
6357,1,Ld@AhBG[_sWqt[
6358,1,LiGgO`bA@`K[vM
6359,0,LKKcWOkIGWQ[rq
6360,0,Ly?w?WC_GWPKf}
6361,0,LiCOW`q@IWQ[rk
6362,1,LgHOWeGS_wX\d[
6363,0,Le@c_Q_\OoSYt{
6364,1,LgK_WOkIIWq[rK
6365,1,L_L_oFApooW{`u
6366,0,LGwhAEOL_wW{Yu
6367,1,LcPAaDuB?o~JYU
6368,0,LGT`SSSPOwWZ]q
6369,0,LKKcWOkIGgI[rq
6370,1,Ly?w?WC_GWPSV}
6371,1,LGwWaDoP_wW}am
6372,1,LkGoOPcAO`k[vM
6373,0,L_s@IJSJ_o~KQ]
6374,1,LG[dCDOTooW}XU
6375,0,Ls@_aA_{_wXZd[
6376,1,LGw`gAgioox[`]
6377,1,Loo`O@Otoox[U]
6378,1,LPo@iHSJ_o|KU]
6379,1,LiCOW`q@IgI[rk
6380,0,LgK_WOkIIgi[rK
6381,1,LQDQgAhWgoXQt[
6382,1,LwCcP@?Dq`S[vM
6383,1,Lgo`_AgiooxYU]
6384,1,Ly?w?PCC@PQ}r]
6385,1,LBoGN@[B?unQU]
6386,0,L`WB`@[B_o|LU]
6387,0,Loo_gCdB_ox]Y]
6388,0,LoKgG`?\GkYWrk
6389,0,LSKoW@_TIi[WrK
6390,0,LWKGjA_W_w[Yt[
6391,0,LwCgP@?Kag[[vM
6392,1,L_s@oJKF_wWZhU
6393,0,LoWOoB`PosWXpu
6394,1,Loo@gFDB_oxXY]
6395,0,L{?WH`?CAA|[r]
6396,1,L@wQb_WB_o}JYu
6397,0,L_w`OHMBOow\]U
6398,1,LPH@jB?[osWWts
6399,1,L?{AYUTB_oW]Uk
6400,1,LSKoW@_TIi[WrQ
6401,0,L{?i@GE?_AKPz}
6402,1,LoBOEGWFFdm]Ye
6403,1,L@pBTO[BGo~?\u
6404,0,Lq_@SEMBOoW}Lu
6405,1,L@L@qEtB_qW^Ak
6406,1,LgW@QBgUoo{W{K
6407,1,LGL@qEsB_wY^@k
6408,0,LXO@YBGUosWW{k
6409,0,LoSGIBG]_w[Y{K
6410,0,LKWoWCoIB[YWra
6411,0,LGi_tAOEpSihPW
6412,0,LKggX@_HAkYWvE
6413,0,LWS?yOoYoo[Y{I
6414,0,LsGoOCOLBkYWva
6415,0,LoSOgBGY`w[YwM
6416,0,L_k@aFTB_qW}@u
6417,1,LaB_F?WpJ_zmhe
6418,1,LCwcF?WbB_zkxe
6419,1,Loo?kClB_ox]Y]
6420,1,LKKWaDoH@i[Wrk
6421,1,LgPBB_WB_p]bEk
6422,1,Lu?s@_@@OaKPz}
6423,0,LGT`gBKB_wXZd[
6424,1,LwGgO?qIBW[[vM
6425,1,L{?gH?_HAkYXz]
6426,1,L_k?[FKR_wWzZU
6427,1,LgB_EAWbF[taVk
6428,0,L@eoIGkD`Q\Aj[
6429,1,LgBGFGgDC|`bjK
6430,0,LWQoL@?AcwkjRg
6431,0,LggOoBgQosWw{M
6432,0,LoWOoAgY`w[YsM
6433,0,LgSOWdOIB[YWra
6434,0,LGeop@OAhWigtW
6435,0,LgKGXPOHBg[[vA
6436,1,LoBGF?WR``vdXq
6437,0,LG[`aBGUoo{Wwk
6438,1,LoKGX@QIBW[[vM
6439,1,LgKGXPOIBW[[vA
6440,1,LOhAZ?[B_ozemM
6441,0,LoBOEOWRb_ndYq
6442,1,LO[WaBGU_w[Ysk
6443,1,L_w@cDkR_wWzIM
6444,1,L?xOVGWBlAo|G]
6445,0,LoWOoBGU`w[YsM
6446,1,L@XPF@WBtAohy]
6447,0,LOLaoAMBGozSpu
6448,0,Lb_AR_WR_o[`lk
6449,1,LKKgIAgMAY[YrS
6450,1,Lp_oAAKB_p]`d{
6451,1,LwCWO_oHAi[XzM
6452,1,LKKgIAoMAY[YrK
6453,0,Lj?k?qD@?OSQv}
6454,1,LgK_W@gMoq[Xz]
6455,1,LgK_W@gMoq[XzK
6456,0,LgK_W@gMoq[Xz?
6457,1,LObaE?WtRRp[uq
6458,1,LoB?eC]cBcjgzq
6459,1,LcD?jF?X_wX\c[
6460,1,LOsPoAgXoox[_]
6461,1,LgB_EaGbDRtiuq
6462,1,LHDcQBGTooW^kS
6463,1,L_q?[WkhaPG{Rc
6464,1,LgB_EaGbDblqtk
6465,1,LbA_F?WRbg_nZq
6466,1,L?uA[ogZHWhKR[
6467,0,LgEOd_g@`SlqZ[
6468,0,LOYPSAoeT[ggPW
6469,0,LQPIT?[B?qhneq
6470,0,LkGOaWoIBPs[ra
6471,0,LHa_x@OEpQkGtW
6472,1,L[GSWcGHA`uWvE
6473,0,LCd?zPOYDg[W{I
6474,0,LkGOcWgIBPs[ra
6475,1,LWSHQBGUEg{WwM
6476,0,LaI_F?WRR`mdRq
6477,1,L_q_SDGtoox[U]
6478,1,Lk@OaBga_wX\d{
6479,0,Lu?i@?I`OcPKf}
6480,0,L_MgC`ILGWq[rk
6481,1,LoacAGKR_o\`lk
6482,1,LEKwDGOHA`k[vM
6483,1,L_MgC`ILGgi[rk
6484,1,LPHPaAkB_pXtd[
6485,1,Lc`@QYMB?oZ`ek
6486,0,LkGQCooHA`k[vM
6487,0,LcD?iRLB?tP\d[
6488,1,Lu?i@?I`OcPSV}
6489,1,L[GoI?oHahS[vM
6490,0,Lm?KH`GI?Oq}r]
6491,1,LeAoAOkHA_q}r]
6492,1,LeAoASL@OcPSV}
6493,1,L@pBKJUB@p]@X]
6494,1,LWc@sEGeoox[H]
6495,1,LQP@sEGlooW}Au
6496,1,Ls@_aE?\_wX\c{
6497,1,LaB?V`_LBa]lb]
6498,0,LEKpD@GIBPuWvA
6499,0,L@eop@OEpQkGtW
6500,1,LKEgEA[D?\`rZK
6501,1,LEKqD@GIBPs[vM
6502,1,LoB?UAYsRQhtaY
6503,0,LSWOiBGUEg{YoM
6504,0,Lx?oO@GIbPs[vE
6505,1,L_b?VBGYtAipo]
6506,1,L_bAEJKdHbqWym
6507,1,LPH@iHPqao{KU]
6508,0,LKo_iAopIhWyQ]
6509,1,L[O@l@GIKXW|Q]
6510,1,LcH_QF@T_oyu`U
6511,1,L{?IP?gEA\PSvM
6512,0,LKDcQU?TOpP\d[
6513,1,LBKod@GIhOhsrK
6514,0,Lm?q@I?@gSQPY}
6515,0,LFCLBBOM_OPkrk
6516,1,L\?eGWCHA_oLz]
6517,0,L{?gP?GaAhhsvM
6518,0,LRGYOSSD@`HSvM
6519,0,LOdBaCpYaozKQ]
6520,1,LOYoEAGbhcjgxu
6521,0,L?x`SPKTDgW}aM
6522,0,LCLPoUGXBgW{`U
6523,1,LiCCQeGTOpP\d[
6524,1,LKPEQBkaC`sWtk
6525,1,Le@cGAgxOop]d[
6526,1,Ld@AQUG\_oXTds
6527,0,LOYPSI_ehWiGP[
6528,1,LOhOf@GBJiqjBU
6529,1,L{?WPCOAAXhsvM
6530,1,L?y`QPKTDgW}QU
6531,0,L[@AZAGo_pXtd[
6532,0,L?ykB?Wb`_jkxu
6533,1,Lg`PCFI@FgW{im
6534,0,LYGEX_KAG`PkvM
6535,0,Lg`OaBgQq`sWtk
6536,0,LFCpB@GIc_pkrk
6537,0,LS`QWEGT_pXsd[
6538,0,LL@_YF@P_oyU`u
6539,0,Le@gAe?\?gX\d{
6540,0,LBKob@GIh_hsrK
6541,0,LFCLDBGM_OPkrk
6542,0,LGYpH?oGcw[hXK
6543,1,Lm?q@I?AgSQHY}
6544,0,L?xOVWGBLgolI]
6545,1,Lg`PCFIAFgW{Ym
6546,1,L?uqP@OEhWhKRK
6547,1,LBKod@GIh_pkrI
6548,1,LIHiA_gX@gW^lS
6549,1,LkCWO[OEAXHSvM
6550,1,Le@CJBGwOop\d[
6551,1,LFCpD@GIcOpkrk
6552,1,L`g@R@WRdakpB]
6553,1,LKS`QDOUKXW{Q]
6554,1,L_hAT@WRdQspR]
6555,1,LN?aIOsHAgOLz]
6556,1,Lw@`C_SHAhhsvM
6557,0,LBo@joLAAgGSQ}
6558,1,LWaERAK@_oXtdk
6559,1,LIagIGqHQPPSvM
6560,1,LKK`aEOLBiWyr]
6561,0,LFG@fBGYp?gpr]
6562,0,L?joT@GPdiahq]
6563,0,LcDGRJ?X@czSpU
6564,0,LBKwB_OIG`hsvI
6565,0,Lr?EP_SD@`HTzM
6566,0,L{?WPc?@?hhsv]
6567,0,Le_KPGhEAPPSvM
6568,1,LKo_Y@opKiWyQ]
6569,0,L_i@R@WRdiah`]
6570,0,LSDPoaGX@gx]`U
6571,1,LBKwB_OHG`hsv]
6572,0,LGboT@G@diahy]
6573,1,LBKwB_OIGPhsvK
6574,0,LbCEPcSD@`HSzM
6575,0,L@iopA_Ego|GTK
6576,1,LBKwB_OHG`hsvK
6577,0,Le@GJJ?X@cZSpu
6578,0,Lb_b?KePc_GGi}
6579,1,L_X?sSlDPcp[r]
6580,0,Lq@CIPHTMOQua]
6581,0,LH`oR@OAdQshj]
6582,1,LWPoT?GAJYirb]
6583,0,LHDcIPHPMOqUa]
6584,1,LCdQQPhPKPqSa]
6585,0,L@hKdBGY`Oshb]
6586,0,L@ioR@OPdQshb]
6587,0,LoD_c?qh[TUOR}
6588,1,LOLSS@q`[SUOV]
6589,0,L[@UB_OA@hHV]M
6590,0,L`PoD?gEhdJIiM
6591,0,LEQBLBOMcWKHPk
6592,0,LBo@iXSLBgGSQ]
6593,0,L`QWCSkD@dJIiM
6594,1,Lw@gA_RA@hHV]M
6595,1,LDE@lPOYoPGlPK
6596,0,Ls@Ac_ie@dJIiM
6597,0,L?{wB_PA_alITS
6598,1,Ls@gD?RA@XHV]M
6599,1,LBoWR_s@?alIe]
6600,0,L?{wB_Q@OalQTS
6601,0,LBo@l_kEAXHSQ]
6602,0,L?{wB_P@_alQTS
6603,1,LN?_Y@pPgSQPz]
6604,1,L?u@r_XB_ox\Y]
6605,1,LOp?z?[B_wX\d{
6606,1,LB`oE_YBCo\`lk
6607,0,LGL_[Agioq[Wrq
6608,0,Lm?k?OkI?OUXz]
6609,1,LGM_YAgioq[Wrk
6610,1,Lm?k?OkI?_MXz]
6611,1,LWKgS@OL_w[[vM
6612,1,LwCoO?gIoq[Xz]
6613,1,LWDoS@GEoq[Xz]
6614,1,LY@wC_IAGgGy~]
6615,1,LoK?Y@tB_q[Xz]
6616,1,LoK?Y@tB_q[XzK
6617,0,L[CwP_?@?i[Xz]
6618,1,LGT`QDOUPxW[r]
6619,1,Lq@cC@SLBgI\r]
6620,1,LiAgCcJ@GgPKV}
6621,1,LkAcASL@OcPKf}
6622,0,LoD_K@UHagI\r]
6623,0,LkAcASL@OcPSV}
6624,0,LkAcAOkHA_q}r]
6625,1,LGJ_f?WBJYirb]
6626,1,LqA_Q@SLBg[[vM
6627,1,LAhIbO[B?oYrdk
6628,0,LN?EJ`S@?gGTz]
6629,1,L{?GJ@GI@a|[r]
6630,1,L_L?\_XB_q[Xz]
6631,1,LWDoT?GAoq[Xz]
6632,1,L?NgF?XB_q[Xz]
6633,1,L@YcEOkdZ@vCRr
6634,1,LDcaaAYJjDMGUt
6635,1,LaW_g_hb@~EI`t
6636,0,Lp_oOCSWEYm``^
6637,1,LaWEO`hb@}CKel
6638,0,LJOFO`gR@}@Lal
6639,1,L?ukAOlHwCfCI^
6640,1,L?tUO_{I?~CtHK
6641,1,LDaagAiLxDaQbZ
6642,0,LHWf?KGYde`HQ^
6643,1,Lb_@TBO[p[H_vr
6644,0,LGseODOes]@Gd^
6645,1,LDa`S@YTxIaRBj
6646,1,LSoLOa`FoHOuTZ
6647,0,Lb_@pB_LoxKSeN
6648,1,LAMGtKGdS^E@GV
6649,1,LOiKEC\DoYQb]r
6650,1,LGTAUTOF{UdIDT
6651,1,LBoAjaKBKlaa_z
6652,1,LG[KEgoUokKbZh
6653,1,LPKT_@gTK{ps`Z
6654,0,LDKPaXORA}`dQR
6655,0,LPWTGPQEE{EHXV
6656,1,L?jcS?|SD\ee@P
6657,1,LCwbCOpXBO}TGJ
6658,1,LiOp?`_SIeHwtp
6659,0,LXCKpE?DAvCu@V
6660,1,Li_CKiGbOtaq\l
6661,0,LpGB_BMDcUdP`^
6662,0,LooY?dB@AWiee^
6663,0,Lt?ICJAdATIVEN
6664,0,Lp_d?BCMEcmGYf
6665,1,LaSApKS`IPmQEN
6666,0,LBEoQaGMKTeSQk
6667,0,LaaPPgcGDGWilR
6668,1,L`gEGKsREPkciJ
6669,0,LKoaKWQ`cgGmY}
6670,0,LScUOM@WDP[PhN
6671,0,Lj?QOe_DDWXVbr
6672,0,LF__x@OJOsmTEj
6673,0,LF_BhBOJOskPMj
6674,0,LoKCS@hTK{uc`Z
6675,1,LPKEb@OJK}`d`L
6676,1,L`oaO``bBQ|CeJ
6677,0,LXCFC@hEK~@ChN
6678,1,LAMAweKF?|VC`a
6679,1,LBaIgPWlDTQrBJ
6680,1,LBKEacoZGzC`XT
6681,1,LHKEcTHEK}@CQn
6682,1,LBgEcE[L@xeCQk
6683,1,LDKAtSIBBURdUZ
6684,1,LQEEg?{hKWtUDZ
6685,0,L@wTCiIEOte?hn
6686,1,L?ybHGHHd_|DEZ
6687,1,L`oaGGsdIRYUGN
6688,0,LPHCkGkqG~@eAN
6689,0,L@LGrCqaC}V@GM
6690,0,Lb@CadPkAy`bfL
6691,0,LPSTOGiKgsIYmr
6692,1,LOipG@_dsWZO|r
6693,1,Lp_QGCpDcrLEIN
6694,0,LSQSXCOg[@m`BZ
6695,0,LwOh?BCSHLPYdN
6696,1,L_[_SISdgTQZDR
6697,1,LDKd`CORBVCohM
6698,0,LDaPgwG[?wkciz
6699,0,LcoB`GpKcTKQBn
6700,1,L_w_cPT`PP]eCN
6701,0,Lp@oHA?ojDQ\Az
6702,0,LDEdPE?X@tU_dY
6703,0,LHQLAJ_RHTPRDr
6704,0,LXODWgPSCshQtr
6705,0,LXADoI`BJROnEZ
6706,0,Loo@aKTSR@xOtr
6707,1,LPaSgGYEFVDIkN
6708,1,L@hccSSL@}F?Ul
6709,1,LIKJAQoLGrfKaL
6710,1,LAMJACyRZBRHXd
6711,1,L@pG[OwjtAnAPT
6712,1,LDKAqSorA}`c`L
6713,1,LTCDIHOr@~@cYR
6714,1,LBoDIXKFLkB@IZ
6715,1,LRCAqSOjD|AadL
6716,1,Lp_QOEOJRQ|DEJ
6717,1,LbCQCEgFIz`U[R
6718,1,LHg`cIcHPQ{aeZ
6719,0,LBQhGF@FBP]TGJ
6720,1,LBWTHPOEE{EHXV
6721,1,L@R@kpcFA\fDAH
6722,0,LWgBg`HIHQ}PEZ
6723,1,LPoqOG_LIq|CeJ
6724,1,LEcAwo[U_cJZUh
6725,0,LIWFGYOhE{?pYN
6726,1,L@eAiRKi@~Aa`K
6727,1,LBWTGUHEE{@PXV
6728,1,L@X@UA~CglAadK
6729,0,LMCp_aOg@`nMAN
6730,1,LAdKahIqSSJPa}
6731,1,LKoFAWoYggOkX}
6732,1,LPgJ`@PEDVKc@^
6733,0,LIaRGN?ERQ\CHN
6734,0,L[OBIWIQE[SHi}
6735,0,LqOI_L@eDRKa`^
6736,0,LkOBO[`QEO{RBj
6737,1,LB`DdWPDFgOMYm
6738,0,L@sQclCBATmAEN
6739,1,LBQRCRGdFkKOYm
6740,1,LocAKKHReRoZRk
6741,1,LpGE_BGfdUdP`Z
6742,0,LL_cgF@BIPmQEN
6743,1,Lp_Y@C_DQRZDiN
6744,1,Lx?QCL?HDtiVEJ
6745,1,LdCApK_bBR[ciJ
6746,1,Lw_d?BCcDdJXIN
6747,1,LS`UCE`KCqpZUh
6748,0,LM_KXKOoHBAWhn
6749,1,LX_sGH?cdP`OzR
6750,0,LH`Qor?c_opHkL
6751,1,LXCKRE?EMA\eAN
6752,1,LbAPPgcGDCWq\L
6753,1,LBEoQaGw@tUeCL
6754,1,LUAhAC`[?qrZUh
6755,1,Lk_o_p?cIBQxUZ
6756,1,LXCooD?Sec[iYF
6757,1,Lk@CaKhHaaPlrs
6758,1,LgcoGoSGQGXNFL
6759,0,LsOS_HaQoOGjyr
6760,1,LwCIHDCGaGWuVL
6761,1,L[G@wHaQoOWkyb
6762,1,LBoWd`GI_QKla}
6763,1,Lg`gCEU@__juYm
6764,0,LGqTAbPABWguYM
6765,1,LooX@OK@?qh}kr
6766,0,LScEpAe@GQHW{t
6767,1,LkOCoee@?WHX{t
6768,1,LoIgCC`[GujXTp
6769,1,LS`RAE`KCrpXUp
6770,1,LsC_aGHhDeXirs
6771,1,L@w{@@_Q_ohkyb
6772,1,L]?i`A?K_OiZyr
6773,1,LMGbAESQ@`g}YM
6774,1,LMGYCEi@AcG}]U
6775,1,LY_h`?OIDdH{T]
6776,1,LbCBOEiFEwpVHR
6777,1,LHgogIOKWq{QUj
6778,1,LBcaoAiFEstahR
6779,1,L@[O[MGFgvQkWr
6780,1,Loo@SISMBYiuP]
6781,0,LHgQgkOKGqyQUj
6782,1,LooAgCtHPTZCgN
6783,0,LPcId@`ICukT@z
6784,1,LPoRCIcBIRkQKN
6785,1,LHaBgPWbFXosTh
6786,1,LKSFCL_RBWXLeh
6787,1,LPoQgESDQT\AEN
6788,1,LqA`GECkM?z[Aj
6789,1,LBQiGI_jHWWJ]p
6790,1,LN?BcEk`AXOSU}
6791,1,Ld_BAElIC`xKU]
6792,0,LEWCjKGiEcGyUU
6793,1,LoWg`?OiOtig{b
6794,0,LEWaaQGmEcGzQU
6795,1,LkOp?QO`ESpxY]
6796,1,Lw_WOaO`Aeh{U]
6797,0,L\?kOGcgAAgqvL
6798,1,LIo@qWqaByAi`]
6799,1,Lp_g_D@eEYia`^
6800,1,LqGCaB`bJ_]hdp
6801,1,LEg`h@PQHPYZDR
6802,0,Lco``?pQIPyZ@l
6803,1,Lt?o_Q?[oOWjyr
6804,0,L\?[PC_CQAhPzR
6805,1,Lp_QGApDYR[EIN
6806,1,LhC`HAPAJRW^IJ
6807,1,LHaA[UGbF]_oTx
6808,1,LgcBCiGMOrkTDx
6809,1,Lx?PCIGBFTu`dx
6810,0,Lp_`H?PILZJD@^
6811,1,LIoDQIqQBtEgQ]
6812,1,LBcAxOYEEsLa]L
6813,0,LIgFGYGiEy?hhV
6814,1,L@kAkTMB`cJbJL
6815,1,LQEDS?xTMWue@Z
6816,1,LT_AsHIUHO|DEZ
6817,1,L@saoWSdIPYTGN
6818,1,LKEd_K_[AvCW[L
6819,1,LsOp?DAoEchwU]
6820,1,LpOQOKPHFSwTkJ
6821,1,LAhAYIsqG~@cAN
6822,1,L@iBgP[T@vKqDO
6823,1,LBKSKLIBKpfCUL
6824,1,LPIO[OWFLYNF@r
6825,1,Lgo`O`_YHXo{Rr
6826,1,Lco`GGiwDbTIAN
6827,1,L`g`AIIiDsZ_Tt
6828,0,LEc`oaHYGOyZ@t
