,COEFFICIENTS,ENCODINGS
65496,0,M_[@S@qoUB?]eMFV_
65497,0,MFAOh?YBr?_gnMkX_
65498,0,MpGOIACQhc`[Epre_
65499,0,MoWOg@_QhFCW\oIx_
65500,0,MK`OMAWcC@ejguYX_
65501,0,MwCWA?K?LXIhNrOx_
65502,0,Mw_W?_aCCySoxCu{_
65503,0,MwGW_@OAaQdKlHbF_
65504,0,M[GApOS_OOcW~gMX_
65505,0,MpGOIACQge`]IpRd_
65506,0,MKWPBBCaCG`|IpHu_
65507,0,MOiEDASJa@`HZVGN_
65508,0,Mp?pA?DagdJcWj]`_
65509,0,Mh@H?bW?MUBcEhub_
65510,0,MooOO`@coiPpWEZ[_
65511,0,MoQP@A@FIqH_L_tt_
65512,0,MsCSAO_Y?EM@jCHz_
65513,0,M_w?s[Caa?_klJBF_
65514,0,M@wLCDagCCgr@PQn_
65515,0,M_s?wXAcOBTJCa@v_
65516,0,MKHPaAK`C@tMAW]u_
65517,0,MoaO`?EXDTPJBEO~?
65518,0,MKQPPA`DIaH_L_tt_
65519,0,M`a@IAwoi@`MAXUf_
65520,0,MEQOh@IKqO_hT`Xx_
65521,0,MKIOd@g_SGskMHdx_
65522,0,MkAKCAq?o@jaMeJU_
65523,0,Mw@WO?KAIMBNQKQs_
65524,0,MMAO[?YoCH?mSn`H_
65525,0,MaIAGhaMOd?guaRL_
65526,0,M_s?wEEdCEoWTbPP_
65527,0,M@qA[WW_cGhSYIan_
65528,0,MGwQECHBHP_kVOTX_
65529,0,MoKOD?QUPScnbOJN_
65530,0,MKEPgAQ_cAe[ZbHV_
65531,0,Mg`GaIg?XCb]CVfE_
65532,0,M`c@SWE_KAfUDpNB_
65533,0,MCsX@QC?WSb\R_lF_
65534,0,MEPPa@KDiO_XT`hx_
65535,0,Mk@KAEg?WCbafMJU_
65536,0,M[G?]W@?gG{Qg\ah_
65537,0,MwGWA?SAbPDRC|Ah_
65538,0,M_g_hScIb@_ocLeU_
65539,0,M_g_hQcQb@`GWLeO_
65540,0,MMGPS?soGHCIc{JU_
65541,0,MKK?xF@_oICkMI`\_
65542,0,MOMEQPGCiO_lLHYx_
65543,0,MKKQQ@S`GDCmNGI\_
65544,0,MaHAGpcKOt?WuabL_
65545,0,MeGD@OkAcHIcKSlX_
65546,0,MPaKK?s_cGlSYJAn_
65547,0,MKoPHAPEOdDgLPbL_
65548,0,MGhSEGHHGAsZHyi\_
65549,0,MoIOG_DchDSYhxhp_
65550,0,MpOOPAADMI`kpXYs_
65551,0,MooPOB?HUB`Z@hJN?
65552,0,Mw_WA@GCOxTJCJ@v_
65553,0,Mp@P?_B`oeLPio}`_
65554,0,MgD?UKcCiO_lLg]p_
65555,0,MooOO`@UOLopWo^S_
65556,0,MogOI@CBjOdKV@@N_
65557,0,M`H@G`isOqAgN@`\_
65558,0,MWoAkOcCPHdHeGdF_
65559,0,Mw@WO?`AIMBKzOQs_
65560,0,MWAbKO`AOdbRRGHX?
65561,0,MwOW@?aCQKamf_UF_
65562,0,MsOSGOAQOWP_tn@F_
65563,0,MoaO`?EiDCeZ`iHV?
65564,0,Mog?w@KWoXogeISF_
65565,0,M[GAsW@?WGsQWlee_
65566,0,Mq@QG?QgosCJQcJU_
65567,0,MeCE@QoDOO`QpV?j_
65568,0,M_wOoAaoqC_kLaUF_
65569,0,MEKGpAqCYG`NaOOv_
65570,0,M`c@KKEEi@_nA_uf_
65571,0,MaHAGhQeOa?Yu`bL_
65572,0,MoDOE?EdCWsZhuKR_
65573,0,Md?d@BgPo@haEove_
65574,0,MWEBHOD?crIPfJcF_
65575,0,MEEOhAQJaA`JH\YT_
65576,0,MQDDQ@IDpOcWThJp_
65577,0,MooOP@ADqPohSouk_
65578,0,M?{EQRADIO_g\PdL_
65579,0,MEHPSOKCqG_YTxYh_
65580,0,Ms?s@?WYO@dSpo}h_
65581,0,MgoGPKKCGDohTqYw_
65582,0,MWoAkOaCJG`HUaaN_
65583,0,MgoGOiQCCiPoXPh{_
65584,0,MHcQPC`cOi?WtarL_
65585,0,MHgEBOw@a@_khZiL_
65586,0,MEEPPA`TOdG_NAQ|_
65587,0,MAwGdIcSHOaOSq`|_
65588,0,MoKOE?SiE_iIN`QJ_
65589,0,MeAEOPQH_Oc`fGO~?
65590,0,MaOaPQScOe?XXdps_
65591,0,MoIOB?QeEST?zCPt?
65592,0,M[GKQGSA_AXKKgsh_
65593,0,MCox@CPWOsA_WdUE_
65594,0,MsCOQGCw_@WKGNee_
65595,0,MWKEQQA@IO_kgnJF?
65596,0,MFOWBOQ@QCcMb_LR_
65597,0,MEEHWHIHE@?qCnae_
65598,0,MWQOe@CBRHQGMiO|_
65599,0,MBWOsPGcObSHCJ@v_
65600,0,MPPICaccCg`WXqqw_
65601,0,M@eKGs`ACKcsgYTF?
65602,0,MoK?[OKCrOsOK]Qh_
65603,0,M_Y?MXAcC@pWvElX_
65604,0,MXC?jQ@?eKaYQW~S_
65605,0,M_L@DDD`SKkaiC^F?
65606,0,MKPOk@KaC@o{TRKy_
65607,0,M_L?FR_IEBgkCrLq_
65608,1,MwOOIOGA`JLG[knH_
65609,0,MoWOQ?SShQg[Sc^W_
65610,0,M_[?MT@SHJ?W]fRT_
65611,0,M`I@GdceGdCgU_Tx_
65612,0,MG[S_hCBGAso\dTP_
65613,0,MSP@MG`RC@ako~UH_
65614,0,Mo`Og?QQpH`heZcF_
65615,0,MCpWAoS@CdZ@qaWz_
65616,0,MGMSIKAAq?_]eKue_
65617,0,MqGB@OS`OMOGMlkH_
65618,0,MgI?MKIBQC_^EKou_
65619,0,MgIHGKIAQC_]EKuu_
65620,0,MwGOKS?@HbDKKTlP_
65621,0,MEo[CQ@GQCD?TXRh_
65622,0,MWKCWoP?co{SWUP^?
65623,1,MBcGTGpBGIpSGTJF?
65624,0,M@eQO_pbGLCkgWSf?
65625,0,MBQScOPBChSGSiP^?
65626,0,MKKPPAKoOEIIDK\P_
65627,0,MO[KB@g_S@{KSqLy_
65628,0,MaHAIP`Cdq?qWo\s_
65629,0,M_s?wIDQdB@WLqIi_
65630,0,MoW?Y?wgdDIgK\_i_
65631,0,MqAOQ?ghDHHGKnbH_
65632,0,MESOi?UMEO`KV@DJ_
65633,0,MW@eKO`AGKbeZQ?U_
65634,0,MI`OM?kOLPgITheh_
65635,0,MK`OM?k_K_{IShfh_
65636,0,MWoCWo`CCHqoyob[_
65637,0,MAXPHAPeOeKOM_a|_
65638,0,MoAo_`CQhPbO\d^F?
65639,0,MkAGSCX_GBDLK\lj?
65640,0,MwGGSOQ?ISclK\dF?
65641,1,M{?WGGOOOEEKkuXX_
65642,0,MoWO`@@aiEP`oLQ`_
65643,0,MwAWG?SGIcdLDDYY_
65644,0,MwCHGOH?EXCsK^dF?
65645,0,MZ?KKDC?oLGJCUXX_
65646,0,MoWOO_PcgbSW\pKj?
65647,0,MoKOC_PiIPCsLLau?
65648,0,MGPsGhOCK_sowg}x?
65649,1,MWIWDOG?HIhYUK}e?
65650,0,MKSOg`D_gPSW\qKj?
65651,0,MoIOQ?ogM@gglTsm?
65652,0,MEP@`pP@eBC_\NSV?
65653,0,MoQOO_DgiDBSK^NF?
65654,0,Mo`O@`@_[Iraqhue_
65655,0,MKaOL?i_S_pheXt`_
65656,0,McOcPPKDO@pg^aRS_
65657,0,MooOO`@`WFPkVAR[_
65658,0,MoWOg@_JED`iTg`X_
65659,0,McOcPPSCo@qqXdJS_
65660,0,MaPAOo[_pE?[cmv@_
65661,0,MoKOH?IaSaqYLs{y?
65662,0,MoDOc@AIeQaglXjo_
65663,0,MoEOD?EacD{LFPJq_
65664,0,MoBOI?QceCqHMd}Q_
65665,0,MKDQQ?s_KCkK[VFE_
65666,0,MK`OUCD_K_pGlRfH_
65667,0,MoKOD?QqCQsSLLax?
65668,1,MwGW?_I@D`poYUmW_
65669,0,MqODGT?EPPGHGCS~?
65670,0,MaK?MQSIIcaICkYQ_
65671,0,MgW?[EE`CooWULEX_
65672,1,MwOWC?gODdH`WoZ`_
65673,0,MLAQK?[aGOhLDCYY_
65674,0,MAiPD?igcEiGKVr@_
65675,0,MoW?YOQEJCpOMKeT_
65676,0,MBIOS``eGXQOWLET_
65677,0,McPCSQDOcDH`SyZe?
65678,0,M_YOQAgoe@`SoyJe_
65679,0,MoIOG_DqI`LDwh]f_
65680,0,Mq_Q?`@iHDAYpUr\_
65681,0,MKIP_aH`GB^CaEhN_
65682,0,MoWPGA_oU@grIxCt_
65683,0,MEEH_qaGIC_mBaVF_
65684,0,MAWa`wK_WDANqeII?
65685,0,MoaWOOAAJCqHrSY}_
65686,0,Mw_X?B??eREShEh~?
65687,0,M{?SCOGAGKWlFQon_
65688,0,MwGOPO@@FaHcKjqx_
65689,0,Ms@OQGOV?HWKe``v_
65690,0,MY_DSPOP?T?hfOon_
65691,0,M[OOXGCaC?xdPgZ\_
65692,0,M@[SSGaTCDGnPOOn_
65693,0,MIKPoBCPC\@JQWOn_
65694,0,MwGOQO@@DpXcOip|_
65695,0,MHgSQGaWCBPKbaQn_
65696,0,MwGOPO@@DpXcOiq|_
65697,0,Ms@SA?oV?BWKeb@v_
65698,0,MIST_BCQGg`ROUSn_
65699,0,MA`bOwK`OK?YzLMA?
65700,0,MKWQEDC`GPHNSSZ[_
65701,0,Mp@OBACsEOl@onMj_
65702,0,MaaA_qag`K?hIptf_
65703,0,MaaA_qggHH?haptf_
65704,0,MbGAgWE_KAxB`rWz_
65705,0,MEKWo@aEQCaJw[tt_
65706,0,MccC_qSWOCoqIjUf_
65707,0,Mc`CaQgW_BPHFRQn_
65708,0,MhGH@Kg@GUDLRSh}_
65709,0,MEoWK?Y@qOgNWKj\_
65710,0,Mw_OQOACJKBHqMi}_
65711,1,MOiIS@PQGbpPwT]e_
65712,0,MXGCUOQCGSc|cwhu_
65713,0,Mm?GWAk_E@AQc}JU_
65714,0,M{?WGGCAGBVAduSF_
65715,0,MOwJC@aCoXogdQSF_
65716,1,MMOPWAKoGHCGc}JU_
65717,0,MhOHAKWBACcOXuSF_
65718,0,M[OJAGWB?CsOXs]E_
65719,0,MWoDKOSCHAkWeJEF_
65720,1,MMCPIBC_e@CPC^se_
65721,1,Mh@HGLGAIEC`F_sf_
65722,0,MKcROCS_KCeArHBF_
65723,0,MWoDKSCCP@cgfJDF_
65724,0,Mp_O`AGqIQ?hb?ul_
65725,0,Mk_GaAw?WTMHeQ?n_
65726,0,MGkSQI@DGAb]eGtF?
65727,0,MFOWBOI@aICNAcMJ_
65728,0,MSoIWHCH_BIHePOn_
65729,0,M`a@`KoG]CaGYrPt_
65730,0,MMOOh@S_e?c`]hbL_
65731,0,MwOOoOC?YkBLV@On_
65732,0,MESCpPQDQ?`H]HbT_
65733,0,MkC?qDo_WDELf?_n_
65734,0,MCsXGOE@GSh^P_hF_
65735,0,MoDOEACuAOaG^g]x_
65736,0,M[OBcWC@OPPGKy]u_
65737,0,Mh@HGLGAIEC`FaOv_
65738,0,MwGWO?PAJaX?cWlN?
65739,0,MEEWWQ@@E`@Qg^ah_
65740,0,MKgROCI`OAdBIdBF_
65741,0,MwGKAGW@OP\EGdQf_
65742,0,Mp_Oo?apQC_kMbFF_
65743,0,MWWB_wCAOKpOc]tN?
65744,0,MKWR?dA_oI?[VJQ\_
65745,0,MWoFGOcCGkPHEH`v_
65746,0,MWWF_OS?q`?[SjYx_
65747,0,Ms_Oo?gDWEqXUPRL_
65748,0,MooOK?ggLBPgVXde_
65749,0,MWQDcOE@HCh^@ahF_
65750,0,MoEPCAOUDpCXbCQz_
65751,0,M?FoR?iwEgAMfPAi?
65752,0,MSSHIGHHI?c[YxRt_
65753,0,MKWQ`BGaOKOgoghh_
65754,0,MoWOKCGkOJDKKS\P_
65755,0,MKWRAEAc_K?giohh_
65756,0,MsOQGGOKgEEKKSlX_
65757,0,MAodHSc``AH?WclE_
65758,0,MJGSEG`PGAgUCNLZ?
65759,1,MMAPWB@oGD?iDNdX_
65760,0,MdGDCT_QOS?pFH@v_
65761,0,MooP_?cpa@`KTatF_
65762,0,MEcXAOSBAD?YrF?j_
65763,0,MKKR@D@_oQ?[YUlw_
65764,0,MkCWGGo@_E[UOKpt_
65765,0,Mq_OoG_HqO_WvHFF_
65766,0,Mr?QO@__sFALIGln?
65767,0,MsCKOSOB?S@lW\RD_
65768,0,Mb@AoWK_cGcTR?Y}?
65769,0,MMGOc`KgGHS_YUh{_
65770,1,MCqY@QOGGoaXos{u_
65771,0,Mp_POP?EEKbQXGh~?
65772,1,MEoOL?[FQ_oIMOR\_
65773,1,MqAOa@GJG{@hMaOf_
65774,0,MEoWDOK@Q_oINQR\_
65775,0,MoaOcACrAP?WvaSf_
65776,0,MHQS`K@I_@hHphnB_
65777,1,M`gE_OiAr?gGTIr\_
65778,0,MoWOQ?WgYCwKGMsu_
65779,0,M`gAoWH_WESHJ@JU_
65780,0,Mb_A_giWKUOHHUr\_
65781,0,MQQGk?d@ghtedCHJ_
65782,0,MHDQWD_?mgiAyGat_
65783,1,MWQCiQGGGgpWiTje_
65784,0,MdOD_OX@gB[M?UP~?
65785,0,Mw_GPDOCP[GhcROn_
65786,1,MYOCiQ_GGgcWwtJu_
65787,0,Md_CgSaQOG_kKhux_
65788,0,M[_BW@gcOEPHEIPv_
65789,0,Md_CgOiAoGmcKGq|_
65790,0,Mb_AoWI_oICKLIj\_
65791,1,Mp_POP?EEKbQWUP~?
65792,0,MqGR?B?agUAGNWq|_
65793,0,MGs@kISAcJKXqGHF_
65794,0,M?R`eOMCiWqHTiWO?
65795,0,MGqDKBPAWKtTAOOn_
65796,0,MGsTGICAcBKXrGLF_
65797,0,M?FoP_dtAcQBhq_H_
65798,0,MScBQGPMGCcv@_Qn_
65799,1,MJGOc`KPJBOQQUh{_
65800,0,MaoGcISCcJGZoFPF_
65801,0,M`I?YCJaM_`Lra_I_
65802,0,M`gE_OiAqHGKSEr\_
65803,0,Mw_GSDGCHYGXSJcf_
65804,0,MagCcQcASdWROIKn_
65805,0,MbAB@PWDEB_qqdlh_
65806,0,MJGOp@cPF@oIOwu{_
65807,0,MDgY@OI?p__zDV]X_
65808,0,MFGWaPG?eH?XUrrL_
65809,0,MEoOhQAHEIC_Mha|_
65810,0,MWQFGPCCaH?XcvtF_
65811,0,MEoOhQAHEEC_Mia|_
65812,0,M[_BW@acOBPHEb@v_
65813,0,Me@A_qgIOd?[oVfh_
65814,0,MY_DWBGSGW`ROWkn_
65815,0,MN?Os@cgG@pHHpnF_
65816,0,MgaGcGqG_PehwuJL_
65817,0,MoOoS?WkHaGxoX]h_
65818,0,MpOOI?ccKcxR_guf_
65819,0,MooPGA_@uF?zFgOx_
65820,0,MKaPK?YaCAyRaXHF_
65821,0,MagAcQBGTJF?XjiL_
65822,0,MaIAHHgESSosy_Jl_
65823,1,MJ_OT?kKEay@GEr\_
65824,0,MISD`FCAdBFCPIHv_
65825,0,MoPOH?WwD_okQXtt_
65826,0,MoIPCAOsGpGZaDJV_
65827,0,MwG?XOc@R_hKKhqx_
65828,0,Mq_Oo?ch_LGhf?on_
65829,0,MEEPOq@KEH?uBaTV_
65830,0,MJGSc@gBOdQGUGsf_
65831,0,MA`aHwcg_E?^bGlP?
65832,0,MoWPOB?_uA_}DeTY_
65833,0,MaIAHY@KDCcsaprl_
65834,0,M_L?ML@wE?wEIQr\_
65835,0,MaWQOE_cWBqD_wkl_
65836,0,MISPaICAdBNCHIHv_
65837,0,M`H@WSHoEA`eIy`|_
65838,0,MHcU?c`GiAcdHqrL_
65839,0,Mb_BOOM_WBmEPaKl_
65840,0,MoBOP?cwDCqHbwtt_
65841,1,M`c@gCeoMA_r`fpt_
65842,0,M_s?wMAWU@oHPjb\_
65843,0,MJGOs?hHOpyOqGJV_
65844,0,M_kECQaIQ_`HXS~L_
65845,0,MeAD@PgF?BOhDfP~?
65846,1,MN?Op@gPPGo_Kluu_
65847,0,MPoM@@`P_J@VOTMN_
65848,0,M`S@WWD_W@e\`vOz_
65849,0,MoEOQ@GhHGcwNcky_
65850,0,MKoPDAH`OQKWNGfT_
65851,0,MgPGcKD?iIALraWz_
65852,0,MWIDDS_APCiGMKuu_
65853,0,MHOqaDAabC@@OXJe_
65854,0,MpGOK?IoiQCKLSmH_
65855,0,MoKWCCOOhbCKKUmH_
65856,0,MqAOQ?ghDHHGK^dE_
65857,0,MKaPKAQcCAayid^P_
65858,0,MKQPDAQaCAa|bpJL_
65859,0,MoQWGO@@EbHPmrcj_
65860,0,MpOOQACcKcph`itF_
65861,0,Mg`GaIg?XC`zFR@u_
65862,0,M_q?sY@gG@cxdpfE_
65863,0,MXCCwOIGGWb[rOgj_
65864,0,MEKOp?eDMG`NqGcv_
65865,0,MgOgSJA?dBH\PJeF_
65866,0,MKaPW?pcGB[R_gKv_
65867,0,M?FoK`PoYQCVrCSE?
65868,0,MKEPGa`_gBA~BpGi_
65869,0,MgaG`Ig?XClRDRAn_
65870,0,M`o?qWB_cDXV?Qen_
65871,0,MoBOQ?ah`CfdFMSV_
65872,0,MEPWEOSCaO_W~iIx_
65873,0,MKWPHA`oQC@_K}lX_
65874,0,MKWQCdA`OQ?Y^gUT_
65875,0,MoWWAOG?rHSGK}lH_
65876,0,MgoGPKWCIA`KnAeF_
65877,0,MKWQ`D@_oQ?Y\idT_
65878,0,MpGPO?ooqC_oNqHU_
65879,0,MooOg?aoqA`Mf?VF_
65880,0,MwAWG@A@RSSOf`Qf_
65881,0,MKWQ`D@_oQ?]TId\_
65882,0,MooO`?cFbKPHEG`v_
65883,0,MgSGaKB?qGaO~VPx?
65884,0,MPoKHBC`C@kYoXMu_
65885,0,MKEPgB__SCrIbGpf_
65886,0,M`H@gWK_SCimIPpl_
65887,0,MCsWHSCOCd?ivIbL_
65888,0,MpGW?oA?MUFBO}cE_
65889,0,M]?@qIAo_CH?Weje_
65890,0,M_w?YXAoa?`IvHBF_
65891,0,MXAAsQA?XdDLBAIn_
65892,0,M`cCgScQCh?hShpx_
65893,0,MDoWKOK@QPCXiSLP_
65894,0,M_wOoAaoqC_kdaRF_
65895,0,MqCQO?gdPB?Z`V?j_
65896,0,MsAQ@C_hOSCT`dQf_
65897,0,MPgOq@Coi@`GvAtD_
65898,0,M`o?pWH_SETd`Gtf_
65899,0,MEWWKOc?r?oOK}lH_
65900,0,MggGcIc?hOlGVABN_
65901,1,MpGPO?ooqC_oNpJE_
65902,0,MoIWCOCCbOsOK^Uh_
65903,0,MN?OW_qoPCGc_K]U_
65904,0,MsGOWW?aC?xcWh`x_
65905,0,MpCP@@ApQQE?f_sf_
65906,0,MooOc?oWWrOWSqTt_
65907,0,M`o@SWP`G@d[rORT_
65908,0,M_p?h@soqA`In@BD_
65909,0,MKBPcBO_S@hZ`bjF_
65910,0,MKIR_BGaCAwR?jJN_
65911,0,MooOa?SgN?pGiY]u_
65912,0,MooO`?IhF?ohRJH^?
65913,0,MWoF@@gF?FOgLRAl_
65914,0,MWoFCOSAPDPGNguf_
65915,0,MoIPCAOsGpGZaDIz_
65916,0,MAHaPxGgOE?\UfRO?
65917,0,MbGR?E@cgeC`EYp|_
65918,0,M`a@c[@PE@aQozkj_
65919,0,M`_`aSQoIPEASsn[_
65920,0,MbGR?E_cWBdB@xHt_
65921,0,MLGQaDGHDHD_KvtF_
65922,0,M`gH_KKKEP?qHFSv_
65923,0,MogOoA__uA_zfGTU_
65924,0,MEcPPQAHIA`JBosf_
65925,0,MA`aHwg_pA?^OvPo?
65926,0,MWoFCPC@PCpOMY]u_
65927,0,M_TGDEDCgeqHOnrp_
65928,0,ME_oJOEAYChAlS~L?
65929,0,MooOO`@`YB@slEj[?
65930,0,MoKOG_H`iPSQX\_f?
65931,0,MEgODoBAMIGcyIY|?
65932,0,MWEAJOE?gsqLDDYO_
65933,0,MoKOW?gPcZO[K\`F?
65934,0,Ms_WCOC?oLYJCUXX_
65935,0,MwGKCOoA?RWW[mcn?
65936,0,MoWOg@_EV@_wlPLN?
65937,0,MoDOS?acUAahmcre?
65938,0,MoBOa@AaeCbI\pla_
65939,0,MaPAOo[_pE?Yd\V@_
65940,0,MgKGHCX?jOcIVW`N?
65941,0,MEQOLOIGiAcIX\Lf?
65942,0,MoHOB?SHMSsIC~AU_
65943,0,M_[AKWE_KAjDXjgF_
65944,0,MaPAOo[_pE?Yhku`_
65945,0,MoKOI?KAuPo[L\^H?
65946,0,MoOoP?B`qEHbg]MH_
65947,0,MWK?]OI@IosITK`X_
65948,0,MoOoP?BgqEBah[]e?
65949,0,MWBDSOQ@QSEadkIE_
65950,0,MBIOTOaaGQqGTlEH_
65951,0,MWo?yO`CEJOoxDJ[_
65952,0,MoBOa@AaeCbLLP{q_
65953,0,MoDOH?WgUAbIUk~E?
65954,0,MKEOWcP_WDIK\V[Y_
65955,0,MoQOO_DgiDBQL\NP_
65956,0,M_d?ccqhQIA_sK{H_
65957,0,MoKOW?gqCXO[K\BV?
65958,0,M`P@OdI`qE@_K^U`_
65959,0,MaKOKGWKWJDKKUgH_
65960,0,MoWO`@@aYEP`oLS`_
65961,0,MwOWC?gGEbAsgpJ`_
65962,0,MoIOH?EeDOmQcLDV?
65963,0,M`D@CgYpOII_MUWX_
65964,0,MQOcsCagoE?XqWNe_
65965,0,M_p?hQD_UAag]`Sm?
65966,0,MwASCOG?qBO[MM\p?
65967,0,MoEOI?W_u@o[MM]E?
65968,0,MBSS@oBCKHpaO]dx?
65969,0,MoKOS?ooL@gW]NAz?
65970,0,M{?SCOG?oEWYLK|b?
65971,0,M@bWCgHAeC`\HQjQ_
65972,0,MoKOC_PAuROsXWsc_
65973,0,M@bWCgHAeC_|HRJQ_
65974,0,M@bWCgHAeC`lHQZQ_
65975,0,MoEOQ?gcM@oWlNbu?
65976,0,MoWOH?aoTAggs^TS_
65977,0,MoEOQ?goL@gXMLfu?
65978,0,MoKOS?ooK`oYK^ER?
65979,0,MYC@eGPoGHCSSdpf?
65980,0,MsAQCG@JGAgpehPf?
65981,0,MWIB_oQ?YScMGNDV?
65982,0,M[CBaWA?gGckKYmw_
65983,0,MWoF@OgC`DAoocj`_
65984,0,MbGOKOW?wrPHEKhP_
65985,0,MgEGCaM?SwuQHN@F?
65986,0,MoKOC_PaWbW[SZps?
65987,0,MoOoP?B`WLTKpomE_
65988,0,Mo@oA_Eb_kXdPbWj_
65989,0,MDcWOoa?KbR_oime_
65990,0,MIWOd@H`PIEGwKhX_
65991,0,MKK@LDc_cGooYKlP_
65992,0,MOdDQ@HPiIAbCKhX_
65993,1,MAeSGaPUGHk`sg|X_
65994,1,MBgBOoM_WB{@Eg]x_
65995,0,M?uCR@XwH@OZBa?v_
65996,0,M?{@eCFbE@_Xyol??
65997,1,MOs@[HAHU`GXqAGz_
65998,0,MKSQgPOCGRIIsHcf_
65999,0,M`S@IHaHe`GXa_qf_
66000,0,MggOg@gCfBCo[aql_
66001,0,MGiOkPACJOcidBAN_
66002,0,M`Q@KHaGu`GWrASf_
66003,0,M?[ogaHQYb?ugZAc?
66004,1,MBcBOoU_WB{?fOnK_
66005,0,M`PP_BO_]A`j?y[u_
66006,0,M_wGgGsCeBOo]`Ql_
66007,0,M_YOI?YkE_ckMbCJ_
66008,0,MgS@SDSaaG_jHY?N_
66009,0,MpO@SBOcM@_xbGsv?
66010,0,Moc?kPADJOcidAaN_
66011,0,MPEPgB?aeOcXQgRt_
66012,0,MgW?YHc@i_wKe@BN_
66013,0,MaK?kSgaPQAQTL@F_
66014,0,MggOg@ICZOdISJEF_
66015,0,MWWQS?WBJ_gKUOdN_
66016,0,MiAEOQW@_qCPeWPt_
66017,0,MogGc@QCjOdISIeF_
66018,0,M@[U?d@HY@hBQclJ_
66019,0,MBHAkP`aCQyEO_dN_
66020,0,M?waFOh@fB?tYpH_?
66021,1,MMGIEIoA_W?rC{HU_
66022,1,MPo?\?ksD_iGTB@Z_
66023,1,M`IOPOoFAD`gzCOx?
66024,0,MKWQaPCCGTGjdB?n_
66025,1,M@[Q`PAAhIgXqEGz?
66026,0,MaKCISgE`ICPUKPT_
66027,0,MoS?L?kkE_iIVA@Z_
66028,0,MaQ?sQQ`GJChecGy?
66029,0,MsCSOO_Q_QQPd[Pv?
66030,0,MMO?l@kgE?aIVa@Z_
66031,0,MsOWAO_AGYROluCF_
66032,0,MBPBaOJ_cKwQPo}h_
66033,0,MBgBOpE_WF[@DPh{_
66034,0,McEOE?YLGE{N?MjL_
66035,0,M@YW`DACXK`Za`af_
66036,1,MdAHA@qGdBLGF_^U_
66037,0,MgoOo@`AhFQhpCSj_
66038,0,MgEAEBa?swptJ?Yl_
66039,1,MBoASwE@WBtDbOJL_
66040,0,MAdAUQPgD@lDAIaz_
66041,0,MGpBECXcG`rBQOpt_
66042,0,MBcSI?sWKMWOdixT_
66043,1,MgECQEP_gPIHLs|X_
66044,1,MoKGWWGa?AwYK]LZ?
66045,0,MoHGBOP?UsTArGSf?
66046,1,MooGgOa@IEog\pZS_
66047,0,MoWGHOg?j_kKTRAN_
66048,0,M]?EaE@gG@@?Mree_
66049,1,MgWAIIIQCX?kglJF?
66050,0,McHD@TCS_QBAKcmH_
66051,0,Maa?sYAgCGcocpRh?
66052,0,MoPGQPACQKpGtg|p_
66053,0,MooGgOa@IEokTPp{_
66054,1,MoHGKOaAbAgio\de_
66055,0,MoQGSOD?ehQQhLah_
66056,1,McHAIPgIa@_iiSNX_
66057,0,MBSSIOS@SFHUCNGi_
66058,1,MooGcO`?fBAo^abL_
66059,0,MKSOiBCQIC_[TJRT_
66060,0,Mc`AaOwHa@_hhZiL_
66061,0,MoPGQOI?r_glD_|x_
66062,0,MEWOePCEPGsOKiQ|_
66063,0,MAqAdQDgDGkP_o|x_
66064,0,M@wYACKWOp`TIII|_
66065,1,MHEOWcPGWpbkgmZU?
66066,1,MbAB@@dccKcpgs|o_
66067,1,MbOAO`J_wJWLGMj\?
66068,0,MgB?RJOKGgdhoK{s_
66069,0,MOwHW@PgHB@xQdOn?
66070,0,Moo?wPG_XDEgla_f_
66071,0,MQSGJB_GWidGySJk_
66072,0,MooWGP?@CepqWUp{_
66073,0,Moo?k@ahDA`zOiOn?
66074,1,MoWPAAO_k`kgw]km?
66075,1,MooOg?`UIF?ptOY{_
66076,1,MooW_?aSHE`pTQY{_
66077,0,MGwQAe@BGFqdEdPN?
66078,1,MHWSB@EBE@`mpXHs_
66079,1,MoGoB?QeaSS_vGSf?
66080,1,MooCo?wHqOgWtHBF_
66081,1,M_sOKOoJAB`hMWOu?
66082,1,MooOg?`WLFAgXpYw_
66083,0,M_s?dY@WHG_xaYkj?
66084,0,MOs@q?h`YBOWVONK_
66085,1,MwGOK?gPJOcSK\JV?
66086,1,M`a@gEP_kPchOw{m?
66087,0,MGw@XHcDCEpoYC`{_
66088,0,MoSOWOOPDX@kK\Oz?
66089,0,MooGg@`cOEppWEZ[_
66090,1,MwOOWW?_a?ak[nRN?
66091,1,MWWCSx?D?_pW[VRN?
66092,0,MHWOF@EBFO`mPWH{_
66093,1,MWoCooQCCEqoyEb[_
66094,1,MWo@pOSCIIbIeHEF_
66095,0,MoW?Y@WKiQgWmGeD_
66096,1,MOsAp@IhDA_xqIKj?
66097,0,MOwKS@QGqCgWuIbD_
66098,1,MBDWI?s?wwo[dekJ_
66099,1,M``@cWDGoIeWqhZe?
66100,0,MAkOcq@GTRBQRaPF_
66101,1,MbC@S?{cKaoYDXfH_
66102,0,M`cP_@aRHEaWoiqd_
66103,0,MI`PE?kCK[yOxDkb_
66104,1,Mb_@_gUAsF]@ICj[_
66105,1,MH_qICcCKNEMcgjW_
66106,0,MoIO`?EQdgpHdL}Q_
66107,0,MEPHI@wDQC_W\rPT_
66108,0,Mp_P?_BEiUBdChub_
66109,0,MKaOSaH`GBE[tTXy?
